CantonCode,CantonName,BuildingType,DwellingsPerBuilding,NumberOfFloors,YearBuilt,BuildingCount
22,Uri,ResidentialMixed,2Units,9Floors,1961to1970,0
22,Uri,ResidentialMixed,2Units,9Floors,1971to1980,0
22,Uri,ResidentialMixed,2Units,9Floors,1981to1990,0
22,Uri,ResidentialMixed,2Units,9Floors,1991to2000,0
22,Uri,ResidentialMixed,2Units,9Floors,2001to2005,0
22,Uri,ResidentialMixed,2Units,9Floors,2006to2013,0
22,Uri,ResidentialMixed,2Units,10PlusFloors,1918AndBefore,0
22,Uri,ResidentialMixed,2Units,10PlusFloors,1919to1945,0
22,Uri,ResidentialMixed,2Units,10PlusFloors,1946to1960,0
22,Uri,ResidentialMixed,2Units,10PlusFloors,1961to1970,0
22,Uri,ResidentialMixed,2Units,10PlusFloors,1971to1980,0
22,Uri,ResidentialMixed,2Units,10PlusFloors,1981to1990,0
22,Uri,ResidentialMixed,2Units,10PlusFloors,1991to2000,0
22,Uri,ResidentialMixed,2Units,10PlusFloors,2001to2005,0
22,Uri,ResidentialMixed,2Units,10PlusFloors,2006to2013,0
22,Uri,ResidentialMixed,3to5Units,1Floor,1918AndBefore,0
22,Uri,ResidentialMixed,3to5Units,1Floor,1919to1945,0
22,Uri,ResidentialMixed,3to5Units,1Floor,1946to1960,0
22,Uri,ResidentialMixed,3to5Units,1Floor,1961to1970,0
22,Uri,ResidentialMixed,3to5Units,1Floor,1971to1980,0
22,Uri,ResidentialMixed,3to5Units,1Floor,1981to1990,0
22,Uri,ResidentialMixed,3to5Units,1Floor,1991to2000,0
22,Uri,ResidentialMixed,3to5Units,1Floor,2001to2005,0
22,Uri,ResidentialMixed,3to5Units,1Floor,2006to2013,0
22,Uri,ResidentialMixed,3to5Units,2Floors,1918AndBefore,1
22,Uri,ResidentialMixed,3to5Units,2Floors,1919to1945,0
22,Uri,ResidentialMixed,3to5Units,2Floors,1946to1960,4
22,Uri,ResidentialMixed,3to5Units,2Floors,1961to1970,1
22,Uri,ResidentialMixed,3to5Units,2Floors,1971to1980,0
22,Uri,ResidentialMixed,3to5Units,2Floors,1981to1990,0
22,Uri,ResidentialMixed,3to5Units,2Floors,1991to2000,0
22,Uri,ResidentialMixed,3to5Units,2Floors,2001to2005,0
22,Uri,ResidentialMixed,3to5Units,2Floors,2006to2013,0
22,Uri,ResidentialMixed,3to5Units,3Floors,1918AndBefore,15
22,Uri,ResidentialMixed,3to5Units,3Floors,1919to1945,5
22,Uri,ResidentialMixed,3to5Units,3Floors,1946to1960,5
22,Uri,ResidentialMixed,3to5Units,3Floors,1961to1970,5
22,Uri,ResidentialMixed,3to5Units,3Floors,1971to1980,5
22,Uri,ResidentialMixed,3to5Units,3Floors,1981to1990,4
22,Uri,ResidentialMixed,3to5Units,3Floors,1991to2000,9
22,Uri,ResidentialMixed,3to5Units,3Floors,2001to2005,1
22,Uri,ResidentialMixed,3to5Units,3Floors,2006to2013,0
22,Uri,ResidentialMixed,3to5Units,4Floors,1918AndBefore,42
22,Uri,ResidentialMixed,3to5Units,4Floors,1919to1945,17
22,Uri,ResidentialMixed,3to5Units,4Floors,1946to1960,12
22,Uri,ResidentialMixed,3to5Units,4Floors,1961to1970,13
22,Uri,ResidentialMixed,3to5Units,4Floors,1971to1980,5
22,Uri,ResidentialMixed,3to5Units,4Floors,1981to1990,5
22,Uri,ResidentialMixed,3to5Units,4Floors,1991to2000,6
22,Uri,ResidentialMixed,3to5Units,4Floors,2001to2005,2
22,Uri,ResidentialMixed,3to5Units,4Floors,2006to2013,1
22,Uri,ResidentialMixed,3to5Units,5Floors,1918AndBefore,6
22,Uri,ResidentialMixed,3to5Units,5Floors,1919to1945,3
22,Uri,ResidentialMixed,3to5Units,5Floors,1946to1960,0
22,Uri,ResidentialMixed,3to5Units,5Floors,1961to1970,0
22,Uri,ResidentialMixed,3to5Units,5Floors,1971to1980,2
22,Uri,ResidentialMixed,3to5Units,5Floors,1981to1990,2
22,Uri,ResidentialMixed,3to5Units,5Floors,1991to2000,1
22,Uri,ResidentialMixed,3to5Units,5Floors,2001to2005,1
22,Uri,ResidentialMixed,3to5Units,5Floors,2006to2013,0
22,Uri,ResidentialMixed,3to5Units,6Floors,1918AndBefore,0
22,Uri,ResidentialMixed,3to5Units,6Floors,1919to1945,0
22,Uri,ResidentialMixed,3to5Units,6Floors,1946to1960,0
22,Uri,ResidentialMixed,3to5Units,6Floors,1961to1970,1
22,Uri,ResidentialMixed,3to5Units,6Floors,1971to1980,0
22,Uri,ResidentialMixed,3to5Units,6Floors,1981to1990,0
22,Uri,ResidentialMixed,3to5Units,6Floors,1991to2000,0
22,Uri,ResidentialMixed,3to5Units,6Floors,2001to2005,0
22,Uri,ResidentialMixed,3to5Units,6Floors,2006to2013,0
22,Uri,ResidentialMixed,3to5Units,7Floors,1918AndBefore,0
22,Uri,ResidentialMixed,3to5Units,7Floors,1919to1945,0
22,Uri,ResidentialMixed,3to5Units,7Floors,1946to1960,0
22,Uri,ResidentialMixed,3to5Units,7Floors,1961to1970,0
22,Uri,ResidentialMixed,3to5Units,7Floors,1971to1980,0
22,Uri,ResidentialMixed,3to5Units,7Floors,1981to1990,0
22,Uri,ResidentialMixed,3to5Units,7Floors,1991to2000,0
22,Uri,ResidentialMixed,3to5Units,7Floors,2001to2005,0
22,Uri,ResidentialMixed,3to5Units,7Floors,2006to2013,0
22,Uri,ResidentialMixed,3to5Units,8Floors,1918AndBefore,0
22,Uri,ResidentialMixed,3to5Units,8Floors,1919to1945,0
22,Uri,ResidentialMixed,3to5Units,8Floors,1946to1960,0
22,Uri,ResidentialMixed,3to5Units,8Floors,1961to1970,0
22,Uri,ResidentialMixed,3to5Units,8Floors,1971to1980,0
22,Uri,ResidentialMixed,3to5Units,8Floors,1981to1990,0
22,Uri,ResidentialMixed,3to5Units,8Floors,1991to2000,0
22,Uri,ResidentialMixed,3to5Units,8Floors,2001to2005,0
22,Uri,ResidentialMixed,3to5Units,8Floors,2006to2013,0
22,Uri,ResidentialMixed,3to5Units,9Floors,1918AndBefore,0
22,Uri,ResidentialMixed,3to5Units,9Floors,1919to1945,0
22,Uri,ResidentialMixed,3to5Units,9Floors,1946to1960,0
22,Uri,ResidentialMixed,3to5Units,9Floors,1961to1970,0
22,Uri,ResidentialMixed,3to5Units,9Floors,1971to1980,0
22,Uri,ResidentialMixed,3to5Units,9Floors,1981to1990,0
22,Uri,ResidentialMixed,3to5Units,9Floors,1991to2000,0
22,Uri,ResidentialMixed,3to5Units,9Floors,2001to2005,0
22,Uri,ResidentialMixed,3to5Units,9Floors,2006to2013,0
22,Uri,ResidentialMixed,3to5Units,10PlusFloors,1918AndBefore,0
22,Uri,ResidentialMixed,3to5Units,10PlusFloors,1919to1945,0
22,Uri,ResidentialMixed,3to5Units,10PlusFloors,1946to1960,0
22,Uri,ResidentialMixed,3to5Units,10PlusFloors,1961to1970,0
22,Uri,ResidentialMixed,3to5Units,10PlusFloors,1971to1980,0
22,Uri,ResidentialMixed,3to5Units,10PlusFloors,1981to1990,0
22,Uri,ResidentialMixed,3to5Units,10PlusFloors,1991to2000,0
22,Uri,ResidentialMixed,3to5Units,10PlusFloors,2001to2005,0
22,Uri,ResidentialMixed,3to5Units,10PlusFloors,2006to2013,0
22,Uri,ResidentialMixed,6to9Units,1Floor,1918AndBefore,0
22,Uri,ResidentialMixed,6to9Units,1Floor,1919to1945,0
22,Uri,ResidentialMixed,6to9Units,1Floor,1946to1960,0
22,Uri,ResidentialMixed,6to9Units,1Floor,1961to1970,0
22,Uri,ResidentialMixed,6to9Units,1Floor,1971to1980,0
22,Uri,ResidentialMixed,6to9Units,1Floor,1981to1990,0
22,Uri,ResidentialMixed,6to9Units,1Floor,1991to2000,0
22,Uri,ResidentialMixed,6to9Units,1Floor,2001to2005,0
22,Uri,ResidentialMixed,6to9Units,1Floor,2006to2013,0
22,Uri,ResidentialMixed,6to9Units,2Floors,1918AndBefore,0
22,Uri,ResidentialMixed,6to9Units,2Floors,1919to1945,0
22,Uri,ResidentialMixed,6to9Units,2Floors,1946to1960,0
22,Uri,ResidentialMixed,6to9Units,2Floors,1961to1970,0
22,Uri,ResidentialMixed,6to9Units,2Floors,1971to1980,0
22,Uri,ResidentialMixed,6to9Units,2Floors,1981to1990,0
22,Uri,ResidentialMixed,6to9Units,2Floors,1991to2000,0
22,Uri,ResidentialMixed,6to9Units,2Floors,2001to2005,0
22,Uri,ResidentialMixed,6to9Units,2Floors,2006to2013,0
22,Uri,ResidentialMixed,6to9Units,3Floors,1918AndBefore,1
22,Uri,ResidentialMixed,6to9Units,3Floors,1919to1945,0
22,Uri,ResidentialMixed,6to9Units,3Floors,1946to1960,0
22,Uri,ResidentialMixed,6to9Units,3Floors,1961to1970,2
22,Uri,ResidentialMixed,6to9Units,3Floors,1971to1980,1
22,Uri,ResidentialMixed,6to9Units,3Floors,1981to1990,0
22,Uri,ResidentialMixed,6to9Units,3Floors,1991to2000,0
22,Uri,ResidentialMixed,6to9Units,3Floors,2001to2005,0
22,Uri,ResidentialMixed,6to9Units,3Floors,2006to2013,0
22,Uri,ResidentialMixed,6to9Units,4Floors,1918AndBefore,7
22,Uri,ResidentialMixed,6to9Units,4Floors,1919to1945,3
22,Uri,ResidentialMixed,6to9Units,4Floors,1946to1960,1
22,Uri,ResidentialMixed,6to9Units,4Floors,1961to1970,10
22,Uri,ResidentialMixed,6to9Units,4Floors,1971to1980,3
22,Uri,ResidentialMixed,6to9Units,4Floors,1981to1990,6
22,Uri,ResidentialMixed,6to9Units,4Floors,1991to2000,8
22,Uri,ResidentialMixed,6to9Units,4Floors,2001to2005,1
22,Uri,ResidentialMixed,6to9Units,4Floors,2006to2013,1
22,Uri,ResidentialMixed,6to9Units,5Floors,1918AndBefore,0
22,Uri,ResidentialMixed,6to9Units,5Floors,1919to1945,0
22,Uri,ResidentialMixed,6to9Units,5Floors,1946to1960,3
22,Uri,ResidentialMixed,6to9Units,5Floors,1961to1970,2
22,Uri,ResidentialMixed,6to9Units,5Floors,1971to1980,2
22,Uri,ResidentialMixed,6to9Units,5Floors,1981to1990,1
22,Uri,ResidentialMixed,6to9Units,5Floors,1991to2000,0
22,Uri,ResidentialMixed,6to9Units,5Floors,2001to2005,0
22,Uri,ResidentialMixed,6to9Units,5Floors,2006to2013,1
22,Uri,ResidentialMixed,6to9Units,6Floors,1918AndBefore,0
22,Uri,ResidentialMixed,6to9Units,6Floors,1919to1945,0
22,Uri,ResidentialMixed,6to9Units,6Floors,1946to1960,1
22,Uri,ResidentialMixed,6to9Units,6Floors,1961to1970,0
22,Uri,ResidentialMixed,6to9Units,6Floors,1971to1980,0
22,Uri,ResidentialMixed,6to9Units,6Floors,1981to1990,1
22,Uri,ResidentialMixed,6to9Units,6Floors,1991to2000,0
22,Uri,ResidentialMixed,6to9Units,6Floors,2001to2005,0
22,Uri,ResidentialMixed,6to9Units,6Floors,2006to2013,0
22,Uri,ResidentialMixed,6to9Units,7Floors,1918AndBefore,0
22,Uri,ResidentialMixed,6to9Units,7Floors,1919to1945,0
22,Uri,ResidentialMixed,6to9Units,7Floors,1946to1960,0
22,Uri,ResidentialMixed,6to9Units,7Floors,1961to1970,0
22,Uri,ResidentialMixed,6to9Units,7Floors,1971to1980,0
22,Uri,ResidentialMixed,6to9Units,7Floors,1981to1990,0
22,Uri,ResidentialMixed,6to9Units,7Floors,1991to2000,0
22,Uri,ResidentialMixed,6to9Units,7Floors,2001to2005,0
22,Uri,ResidentialMixed,6to9Units,7Floors,2006to2013,0
22,Uri,ResidentialMixed,6to9Units,8Floors,1918AndBefore,0
22,Uri,ResidentialMixed,6to9Units,8Floors,1919to1945,0
22,Uri,ResidentialMixed,6to9Units,8Floors,1946to1960,0
22,Uri,ResidentialMixed,6to9Units,8Floors,1961to1970,0
22,Uri,ResidentialMixed,6to9Units,8Floors,1971to1980,0
22,Uri,ResidentialMixed,6to9Units,8Floors,1981to1990,0
22,Uri,ResidentialMixed,6to9Units,8Floors,1991to2000,0
22,Uri,ResidentialMixed,6to9Units,8Floors,2001to2005,0
22,Uri,ResidentialMixed,6to9Units,8Floors,2006to2013,0
22,Uri,ResidentialMixed,6to9Units,9Floors,1918AndBefore,0
22,Uri,ResidentialMixed,6to9Units,9Floors,1919to1945,0
22,Uri,ResidentialMixed,6to9Units,9Floors,1946to1960,0
22,Uri,ResidentialMixed,6to9Units,9Floors,1961to1970,0
22,Uri,ResidentialMixed,6to9Units,9Floors,1971to1980,0
22,Uri,ResidentialMixed,6to9Units,9Floors,1981to1990,0
22,Uri,ResidentialMixed,6to9Units,9Floors,1991to2000,0
22,Uri,ResidentialMixed,6to9Units,9Floors,2001to2005,0
22,Uri,ResidentialMixed,6to9Units,9Floors,2006to2013,0
22,Uri,ResidentialMixed,6to9Units,10PlusFloors,1918AndBefore,0
22,Uri,ResidentialMixed,6to9Units,10PlusFloors,1919to1945,0
22,Uri,ResidentialMixed,6to9Units,10PlusFloors,1946to1960,0
22,Uri,ResidentialMixed,6to9Units,10PlusFloors,1961to1970,0
22,Uri,ResidentialMixed,6to9Units,10PlusFloors,1971to1980,0
22,Uri,ResidentialMixed,6to9Units,10PlusFloors,1981to1990,0
22,Uri,ResidentialMixed,6to9Units,10PlusFloors,1991to2000,0
22,Uri,ResidentialMixed,6to9Units,10PlusFloors,2001to2005,0
22,Uri,ResidentialMixed,6to9Units,10PlusFloors,2006to2013,0
22,Uri,ResidentialMixed,10PlusUnits,1Floor,1918AndBefore,0
22,Uri,ResidentialMixed,10PlusUnits,1Floor,1919to1945,0
22,Uri,ResidentialMixed,10PlusUnits,1Floor,1946to1960,0
22,Uri,ResidentialMixed,10PlusUnits,1Floor,1961to1970,0
22,Uri,ResidentialMixed,10PlusUnits,1Floor,1971to1980,0
22,Uri,ResidentialMixed,10PlusUnits,1Floor,1981to1990,0
22,Uri,ResidentialMixed,10PlusUnits,1Floor,1991to2000,0
22,Uri,ResidentialMixed,10PlusUnits,1Floor,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,1Floor,2006to2013,0
22,Uri,ResidentialMixed,10PlusUnits,2Floors,1918AndBefore,0
22,Uri,ResidentialMixed,10PlusUnits,2Floors,1919to1945,0
22,Uri,ResidentialMixed,10PlusUnits,2Floors,1946to1960,0
22,Uri,ResidentialMixed,10PlusUnits,2Floors,1961to1970,0
22,Uri,ResidentialMixed,10PlusUnits,2Floors,1971to1980,0
22,Uri,ResidentialMixed,10PlusUnits,2Floors,1981to1990,0
22,Uri,ResidentialMixed,10PlusUnits,2Floors,1991to2000,0
22,Uri,ResidentialMixed,10PlusUnits,2Floors,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,2Floors,2006to2013,0
22,Uri,ResidentialMixed,10PlusUnits,3Floors,1918AndBefore,0
22,Uri,ResidentialMixed,10PlusUnits,3Floors,1919to1945,1
22,Uri,ResidentialMixed,10PlusUnits,3Floors,1946to1960,0
22,Uri,ResidentialMixed,10PlusUnits,3Floors,1961to1970,0
22,Uri,ResidentialMixed,10PlusUnits,3Floors,1971to1980,0
22,Uri,ResidentialMixed,10PlusUnits,3Floors,1981to1990,0
22,Uri,ResidentialMixed,10PlusUnits,3Floors,1991to2000,0
22,Uri,ResidentialMixed,10PlusUnits,3Floors,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,3Floors,2006to2013,0
22,Uri,ResidentialMixed,10PlusUnits,4Floors,1918AndBefore,0
22,Uri,ResidentialMixed,10PlusUnits,4Floors,1919to1945,0
22,Uri,ResidentialMixed,10PlusUnits,4Floors,1946to1960,1
22,Uri,ResidentialMixed,10PlusUnits,4Floors,1961to1970,3
22,Uri,ResidentialMixed,10PlusUnits,4Floors,1971to1980,1
22,Uri,ResidentialMixed,10PlusUnits,4Floors,1981to1990,0
22,Uri,ResidentialMixed,10PlusUnits,4Floors,1991to2000,2
22,Uri,ResidentialMixed,10PlusUnits,4Floors,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,4Floors,2006to2013,2
22,Uri,ResidentialMixed,10PlusUnits,5Floors,1918AndBefore,1
22,Uri,ResidentialMixed,10PlusUnits,5Floors,1919to1945,1
22,Uri,ResidentialMixed,10PlusUnits,5Floors,1946to1960,1
22,Uri,ResidentialMixed,10PlusUnits,5Floors,1961to1970,0
22,Uri,ResidentialMixed,10PlusUnits,5Floors,1971to1980,8
22,Uri,ResidentialMixed,10PlusUnits,5Floors,1981to1990,0
22,Uri,ResidentialMixed,10PlusUnits,5Floors,1991to2000,1
22,Uri,ResidentialMixed,10PlusUnits,5Floors,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,5Floors,2006to2013,0
22,Uri,ResidentialMixed,10PlusUnits,6Floors,1918AndBefore,0
22,Uri,ResidentialMixed,10PlusUnits,6Floors,1919to1945,0
22,Uri,ResidentialMixed,10PlusUnits,6Floors,1946to1960,0
22,Uri,ResidentialMixed,10PlusUnits,6Floors,1961to1970,0
22,Uri,ResidentialMixed,10PlusUnits,6Floors,1971to1980,1
22,Uri,ResidentialMixed,10PlusUnits,6Floors,1981to1990,1
22,Uri,ResidentialMixed,10PlusUnits,6Floors,1991to2000,0
22,Uri,ResidentialMixed,10PlusUnits,6Floors,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,6Floors,2006to2013,0
22,Uri,ResidentialMixed,10PlusUnits,7Floors,1918AndBefore,0
22,Uri,ResidentialMixed,10PlusUnits,7Floors,1919to1945,0
22,Uri,ResidentialMixed,10PlusUnits,7Floors,1946to1960,0
22,Uri,ResidentialMixed,10PlusUnits,7Floors,1961to1970,0
22,Uri,ResidentialMixed,10PlusUnits,7Floors,1971to1980,0
22,Uri,ResidentialMixed,10PlusUnits,7Floors,1981to1990,0
22,Uri,ResidentialMixed,10PlusUnits,7Floors,1991to2000,0
22,Uri,ResidentialMixed,10PlusUnits,7Floors,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,7Floors,2006to2013,0
22,Uri,ResidentialMixed,10PlusUnits,8Floors,1918AndBefore,0
22,Uri,ResidentialMixed,10PlusUnits,8Floors,1919to1945,0
22,Uri,ResidentialMixed,10PlusUnits,8Floors,1946to1960,0
22,Uri,ResidentialMixed,10PlusUnits,8Floors,1961to1970,1
22,Uri,ResidentialMixed,10PlusUnits,8Floors,1971to1980,0
22,Uri,ResidentialMixed,10PlusUnits,8Floors,1981to1990,0
22,Uri,ResidentialMixed,10PlusUnits,8Floors,1991to2000,0
22,Uri,ResidentialMixed,10PlusUnits,8Floors,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,8Floors,2006to2013,0
22,Uri,ResidentialMixed,10PlusUnits,9Floors,1918AndBefore,0
22,Uri,ResidentialMixed,10PlusUnits,9Floors,1919to1945,0
22,Uri,ResidentialMixed,10PlusUnits,9Floors,1946to1960,0
22,Uri,ResidentialMixed,10PlusUnits,9Floors,1961to1970,0
22,Uri,ResidentialMixed,10PlusUnits,9Floors,1971to1980,0
22,Uri,ResidentialMixed,10PlusUnits,9Floors,1981to1990,0
22,Uri,ResidentialMixed,10PlusUnits,9Floors,1991to2000,0
22,Uri,ResidentialMixed,10PlusUnits,9Floors,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,9Floors,2006to2013,0
22,Uri,ResidentialMixed,10PlusUnits,10PlusFloors,1918AndBefore,0
22,Uri,ResidentialMixed,10PlusUnits,10PlusFloors,1919to1945,0
22,Uri,ResidentialMixed,10PlusUnits,10PlusFloors,1946to1960,0
22,Uri,ResidentialMixed,10PlusUnits,10PlusFloors,1961to1970,0
22,Uri,ResidentialMixed,10PlusUnits,10PlusFloors,1971to1980,0
22,Uri,ResidentialMixed,10PlusUnits,10PlusFloors,1981to1990,0
22,Uri,ResidentialMixed,10PlusUnits,10PlusFloors,1991to2000,0
22,Uri,ResidentialMixed,10PlusUnits,10PlusFloors,2001to2005,0
22,Uri,ResidentialMixed,10PlusUnits,10PlusFloors,2006to2013,0
22,Uri,NonResidentialMixed,0Units,1Floor,1918AndBefore,2
22,Uri,NonResidentialMixed,0Units,1Floor,1919to1945,0
22,Uri,NonResidentialMixed,0Units,1Floor,1946to1960,0
22,Uri,NonResidentialMixed,0Units,1Floor,1961to1970,0
22,Uri,NonResidentialMixed,0Units,1Floor,1971to1980,1
22,Uri,NonResidentialMixed,0Units,1Floor,1981to1990,0
22,Uri,NonResidentialMixed,0Units,1Floor,1991to2000,0
22,Uri,NonResidentialMixed,0Units,1Floor,2001to2005,0
22,Uri,NonResidentialMixed,0Units,1Floor,2006to2013,0
22,Uri,NonResidentialMixed,0Units,2Floors,1918AndBefore,2
22,Uri,NonResidentialMixed,0Units,2Floors,1919to1945,1
22,Uri,NonResidentialMixed,0Units,2Floors,1946to1960,1
22,Uri,NonResidentialMixed,0Units,2Floors,1961to1970,3
22,Uri,NonResidentialMixed,0Units,2Floors,1971to1980,0
22,Uri,NonResidentialMixed,0Units,2Floors,1981to1990,0
22,Uri,NonResidentialMixed,0Units,2Floors,1991to2000,0
22,Uri,NonResidentialMixed,0Units,2Floors,2001to2005,0
22,Uri,NonResidentialMixed,0Units,2Floors,2006to2013,0
22,Uri,NonResidentialMixed,0Units,3Floors,1918AndBefore,6
22,Uri,NonResidentialMixed,0Units,3Floors,1919to1945,2
22,Uri,NonResidentialMixed,0Units,3Floors,1946to1960,1
22,Uri,NonResidentialMixed,0Units,3Floors,1961to1970,1
22,Uri,NonResidentialMixed,0Units,3Floors,1971to1980,1
22,Uri,NonResidentialMixed,0Units,3Floors,1981to1990,0
22,Uri,NonResidentialMixed,0Units,3Floors,1991to2000,0
22,Uri,NonResidentialMixed,0Units,3Floors,2001to2005,0
22,Uri,NonResidentialMixed,0Units,3Floors,2006to2013,1
22,Uri,NonResidentialMixed,0Units,4Floors,1918AndBefore,1
22,Uri,NonResidentialMixed,0Units,4Floors,1919to1945,3
22,Uri,NonResidentialMixed,0Units,4Floors,1946to1960,1
22,Uri,NonResidentialMixed,0Units,4Floors,1961to1970,0
22,Uri,NonResidentialMixed,0Units,4Floors,1971to1980,1
22,Uri,NonResidentialMixed,0Units,4Floors,1981to1990,2
22,Uri,NonResidentialMixed,0Units,4Floors,1991to2000,0
22,Uri,NonResidentialMixed,0Units,4Floors,2001to2005,0
22,Uri,NonResidentialMixed,0Units,4Floors,2006to2013,0
22,Uri,NonResidentialMixed,0Units,5Floors,1918AndBefore,3
22,Uri,NonResidentialMixed,0Units,5Floors,1919to1945,0
22,Uri,NonResidentialMixed,0Units,5Floors,1946to1960,0
22,Uri,NonResidentialMixed,0Units,5Floors,1961to1970,2
22,Uri,NonResidentialMixed,0Units,5Floors,1971to1980,0
22,Uri,NonResidentialMixed,0Units,5Floors,1981to1990,1
22,Uri,NonResidentialMixed,0Units,5Floors,1991to2000,0
22,Uri,NonResidentialMixed,0Units,5Floors,2001to2005,0
22,Uri,NonResidentialMixed,0Units,5Floors,2006to2013,2
22,Uri,NonResidentialMixed,0Units,6Floors,1918AndBefore,1
22,Uri,NonResidentialMixed,0Units,6Floors,1919to1945,0
22,Uri,NonResidentialMixed,0Units,6Floors,1946to1960,0
22,Uri,NonResidentialMixed,0Units,6Floors,1961to1970,1
22,Uri,NonResidentialMixed,0Units,6Floors,1971to1980,0
22,Uri,NonResidentialMixed,0Units,6Floors,1981to1990,0
22,Uri,NonResidentialMixed,0Units,6Floors,1991to2000,0
22,Uri,NonResidentialMixed,0Units,6Floors,2001to2005,0
22,Uri,NonResidentialMixed,0Units,6Floors,2006to2013,0
22,Uri,NonResidentialMixed,0Units,7Floors,1918AndBefore,1
22,Uri,NonResidentialMixed,0Units,7Floors,1919to1945,0
22,Uri,NonResidentialMixed,0Units,7Floors,1946to1960,0
22,Uri,NonResidentialMixed,0Units,7Floors,1961to1970,0
22,Uri,NonResidentialMixed,0Units,7Floors,1971to1980,0
22,Uri,NonResidentialMixed,0Units,7Floors,1981to1990,0
22,Uri,NonResidentialMixed,0Units,7Floors,1991to2000,0
22,Uri,NonResidentialMixed,0Units,7Floors,2001to2005,0
22,Uri,NonResidentialMixed,0Units,7Floors,2006to2013,1
22,Uri,NonResidentialMixed,0Units,8Floors,1918AndBefore,0
22,Uri,NonResidentialMixed,0Units,8Floors,1919to1945,0
22,Uri,NonResidentialMixed,0Units,8Floors,1946to1960,0
22,Uri,NonResidentialMixed,0Units,8Floors,1961to1970,0
22,Uri,NonResidentialMixed,0Units,8Floors,1971to1980,0
22,Uri,NonResidentialMixed,0Units,8Floors,1981to1990,0
22,Uri,NonResidentialMixed,0Units,8Floors,1991to2000,0
22,Uri,NonResidentialMixed,0Units,8Floors,2001to2005,0
22,Uri,NonResidentialMixed,0Units,8Floors,2006to2013,1
22,Uri,NonResidentialMixed,0Units,9Floors,1918AndBefore,0
22,Uri,NonResidentialMixed,0Units,9Floors,1919to1945,0
22,Uri,NonResidentialMixed,0Units,9Floors,1946to1960,0
22,Uri,NonResidentialMixed,0Units,9Floors,1961to1970,0
22,Uri,NonResidentialMixed,0Units,9Floors,1971to1980,0
22,Uri,NonResidentialMixed,0Units,9Floors,1981to1990,0
22,Uri,NonResidentialMixed,0Units,9Floors,1991to2000,0
22,Uri,NonResidentialMixed,0Units,9Floors,2001to2005,0
22,Uri,NonResidentialMixed,0Units,9Floors,2006to2013,0
22,Uri,NonResidentialMixed,0Units,10PlusFloors,1918AndBefore,0
22,Uri,NonResidentialMixed,0Units,10PlusFloors,1919to1945,0
22,Uri,NonResidentialMixed,0Units,10PlusFloors,1946to1960,0
22,Uri,NonResidentialMixed,0Units,10PlusFloors,1961to1970,0
22,Uri,NonResidentialMixed,0Units,10PlusFloors,1971to1980,0
22,Uri,NonResidentialMixed,0Units,10PlusFloors,1981to1990,0
22,Uri,NonResidentialMixed,0Units,10PlusFloors,1991to2000,0
22,Uri,NonResidentialMixed,0Units,10PlusFloors,2001to2005,0
22,Uri,NonResidentialMixed,0Units,10PlusFloors,2006to2013,0
22,Uri,NonResidentialMixed,1Unit,1Floor,1918AndBefore,17
22,Uri,NonResidentialMixed,1Unit,1Floor,1919to1945,0
22,Uri,NonResidentialMixed,1Unit,1Floor,1946to1960,2
22,Uri,NonResidentialMixed,1Unit,1Floor,1961to1970,7
22,Uri,NonResidentialMixed,1Unit,1Floor,1971to1980,2
22,Uri,NonResidentialMixed,1Unit,1Floor,1981to1990,4
22,Uri,NonResidentialMixed,1Unit,1Floor,1991to2000,1
22,Uri,NonResidentialMixed,1Unit,1Floor,2001to2005,0
22,Uri,NonResidentialMixed,1Unit,1Floor,2006to2013,0
22,Uri,NonResidentialMixed,1Unit,2Floors,1918AndBefore,48
22,Uri,NonResidentialMixed,1Unit,2Floors,1919to1945,23
22,Uri,NonResidentialMixed,1Unit,2Floors,1946to1960,12
22,Uri,NonResidentialMixed,1Unit,2Floors,1961to1970,7
22,Uri,NonResidentialMixed,1Unit,2Floors,1971to1980,13
22,Uri,NonResidentialMixed,1Unit,2Floors,1981to1990,12
22,Uri,NonResidentialMixed,1Unit,2Floors,1991to2000,4
22,Uri,NonResidentialMixed,1Unit,2Floors,2001to2005,1
22,Uri,NonResidentialMixed,1Unit,2Floors,2006to2013,3
22,Uri,NonResidentialMixed,1Unit,3Floors,1918AndBefore,49
22,Uri,NonResidentialMixed,1Unit,3Floors,1919to1945,20
22,Uri,NonResidentialMixed,1Unit,3Floors,1946to1960,14
22,Uri,NonResidentialMixed,1Unit,3Floors,1961to1970,7
22,Uri,NonResidentialMixed,1Unit,3Floors,1971to1980,11
22,Uri,NonResidentialMixed,1Unit,3Floors,1981to1990,6
22,Uri,NonResidentialMixed,1Unit,3Floors,1991to2000,6
22,Uri,NonResidentialMixed,1Unit,3Floors,2001to2005,1
